Kayak Mania! Pro – Whitewater Rush Joyride,Kayak Mania! Pro – Whitewater Rush Fun Joyride on Mad River by Uber Zany,same
Keecoach,Keemotion,same
Keep Calm And ____? (Ad-Free),Keep Calm And ____? PRO (Ad Free),same
Keep Me Safe!,With U,different
KelbyTraining.com,KelbyOne,same
Keng Thai,Keng Thai HD,same
Kennedy: Capture the Now,Kennedy: Capture the Now (Diary/Journal),same
Kentucky/Louisville Travel Cameras/Travel/NOAA (Offline Travel Guide),Kentucky/Louisville/Cincinnati Travel Cameras/Travel/NOAA (Offline Travel Guide),same
Kentucky/Louisville Travel Traffic NOAA All-In-1 (Offline Travel Guide),Kentucky/Louisville/Cincinnati Travel Traffic NOAA All-In-1 (Offline Travel Guide),same
Kentucky/Louisville Travel Traffic NOAA All-In-1 (Offline Travel Guide),Kentucky/Louisville/Cincinnati Travel Traffic NOAA All-In-1 (Offline Travel Guide),same
Kentucky/Louisville/Cincinnati Travel Traffic NOAA All-In-1 (Offline Travel Guide),Kentucky/Louisville Travel Traffic NOAA All-In-1 (Offline Travel Guide),same
KentuckySports – Your University of Kentucky sports news and recruiting source.,University of Kentucky SportsNews,same
Keramag Design,Keramag Bad Journal,same
Kestrel - Choose Your Own Path Novel For Young Adults (Full Book),Kestrel Full - (All Chapters) Choose Your Own Path Novel For Young Adults,same
Kestrel - Choose Your Own Path Novel For Young Adults,Kestrel Free - Choose Your Own Path Novel For Young Adults,same
Kestrel Free - Choose Your Own Path Novel For Young Adults,Kestrel Free - (One Chapter) Choose Your Own Path Novel For Young Adults,same
KeyAp,TUNIX/KeyApp,same
Kiba and the Golden Artifact - A free funny adventure & point and click puzzle game for kids,Kiba and the Golden Artifact Adventure,same
Kick Buttowski Suburban Daredevil,Кик Бутовски. Сериал,different
Kid's Vocab 2,Vocabulary Builder Pro (2),different
Kiddie App: Raise – Read - Reward,"Kiddie: positive parenting app toddler 2–5 years: reading, reward charts and fun songs",same
Kiddy Timer - Best Child Timer for Parents,Kiddy Timer - Best Child Organization Tool for Parents,same
Kids Academy !,Kids Apps ∙ Learn ABC alphabet tracing and phonics,same
Kids Academy Lite,Kids Apps ∙ Learn endless alphabet with ABC tracing and phonics flash cards.,same
Kids Academy · The Bingo alphabet - phonics song Lite: Interactive Nursery Rhymes with Karaoke music for children. Preschool to Kindergarten fun kids games collection.,Kids Apps ∙ Bingo ABC alphabet phonics song. Interactive Nursery Rhymes with Karaoke music.,same
Kids Alphabet Memory Match Game,"ABC Can Match - Educational games for preschool kids & toddlers, interactive letters app",different
Kids Animal Planet,Jungle Hunter - A journey to the forest,different
Kids Doctor Office - Teeth Fixing Game,Kids Doctor Office - Baby Care Little Dentist,same
Kids Encyclopedia Ocean,Kids Ocean Encyclopedia. Book and video for children. Sea life.,same
Kids First Words Book and Jigsaw Puzzles Box Lite: Favorite Learning Games in an Interactive Playing Room,"A to Z Words Book and Kids Jigsaw Puzzles Box Lite: Kids Favorite Early Learning School Activities game to develop concentration and problem solving skills through Puzzles, letter recognition and spelling",same
Kids First Words Book and Jigsaw Puzzles Box Professional: Favorite Learning Games in an Interactive Playing Room,"A to Z Words Book and Kids Jigsaw Puzzles Box Pro: Early Learning game to assist teaching in the Classroom with concentration and problem solving skills through Puzzles, letter recognition and spelling",same
Kids First Words Book and Jigsaw Puzzles Box: Favorite Activity Center in an Interactive Playing Room,"A to Z Words Book and Kids Jigsaw Puzzles Box: Kids Favorite Early Learning School Activities game to develop concentration and problem solving skills through Puzzles, letter recognition and spelling",same
Kids Jigsaw Puzzles School 2+: Kids Favorite Early Learning game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (2 to 7 puzzle pieces for Ages 2 plus),Kids Jigsaw Puzzles School 2+: Kids Puzzles Early Learning Game ideal for Preschoolers and Toddlers to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (2 to 7 puzzle pieces for Ages 2 plus),same
Kids Jigsaw Puzzles School 2+: Puzzle Learning Game for Preschoolers and Toddlers for Ages 2 plus,Kids Jigsaw Puzzles School 2+: Kids Favorite Early Learning game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (2 to 7 puzzle pieces for Ages 2 plus),same
Kids Jigsaw Puzzles School 4+: Puzzle Favorite Learning Game with Interactive 2 Player Mode for Ages 4 plus,Kids Jigsaw Puzzles School 4+: Kids Favorite shape and jigsaw puzzle game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (8 to 24 puzzle pieces for Ages 4 plus),same
Kids Jigsaw Puzzles School 6+: Puzzle Educational Game with Interactive 2 Player Mode for Ages 6 plus,Kids Jigsaw Puzzles School 6+: Kids Favorite puzzle game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (34 & 48 puzzle pieces for Ages 6 plus),same
Kids Jigsaw Puzzles School Lite: Kids Favorite Early Learning game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (2 to 45 puzzle pieces for kids of all ages),Kids Jigsaw Puzzles School Lite: Kids Puzzles Early Learning Game ideal for Preschoolers and Toddlers with Interactive 2 Player Game,same
Kids Jigsaw Puzzles School Lite: Puzzle Activity Center with Interactive 2 Player Game,Kids Jigsaw Puzzles School Lite: Kids Favorite Early Learning game to develop concentration and problem solving skills that promotes friendship through an exciting two player mode (2 to 45 puzzle pieces for kids of all ages),same
Kids Jigsaw Puzzles School Pro: Puzzle Activity Center for All Ages with Interactive 2 Player Game Professional Edition,Kids Jigsaw Puzzles School Pro: 340 shape and jigsaw puzzles for kids to assist teaching problem solving skills and develop concentration in the classroom (2 to 45 puzzle pieces for kids of all ages),same
Kids Jigsaw Puzzles School: Puzzle Activity Center with Interactive 2 Player Game,Kids Jigsaw Puzzles School: Shape and jigsaw puzzles for kids to assist teaching problem solving skills and develop concentration (2 to 45 puzzle pieces for kids of all ages),same
Kids Match Hello Kitty Edition,Hello Kitty World Match - fun and addictive games,same
Kids Preschool Memo Game Tab,Preschool Memory Match and Learn: Educational Matching Games for Kids,same
Kids Preschool Shapes Collection,Kids Apps - Shapes Toddler Preschool,same
Kids Song B for iPad,Kids Song B for iPad - Child Songs Lyrics & English Words,same
Kids Song C for iPad,Kids Song C for iPad - Babies Learn English Words & Child English Songs,same
Kids Toy Car Game Simulator Lite to play and learn!,Kids Toy Car Driving Simulator Game Free,same
Kids Toy Car Game Simulator to play and learn!,Kids Toy Car Driving Simulator Game,same
Kids Vehicles: Construction for iPhone,"Kids Vehicles: Construction for iPhone (excavator, bulldozer, loader & more)",same
Kids Zone - Find Hidden Objects,Hidden Object : Kids Zone - find hidden objects and spot the difference to solve puzzles while searching for missing objects,same
Kids puzzles,"Kids Puzzles, Educational puzzles for toddlers, Age 2+",same
Kids' Directory,Kids Directory App™,same
Kill is Tap,Run is Tap,same
KimJwaGeun's House,KimJwaGeun House(360degree VR),same
Kiske.de,Kiske,same
Kitchen Game Kids for Johnny Test Edition,Johnny Man Kitchen Game,same
Kittens Casino™ HD - Free Las Vegas Slots With Cute Cats & Bonus Games,Kittens Casino™ HD Free - Las Vegas Slots With Cute Cats & Bonus Games,same
Knight Risk Dash Escape - FREE - Arcane Forest Endless Street Runner Game,Knight Risk Dash Escape - FREE - An Epic Endless Medieval 3D Kingdom Runner,same
Knight Risk Dash Escape - PRO - Arcane Forest Endless Street Runner Game,Knight Risk Dash Escape - PRO - An Epic Endless Medieval 3D Kingdom Runner,same
Koala - Chat with new nearby friends,Koala - Group chat with new nearby friends,same
Kodame Dash Spirit Attack - FREE - Fantasy Green Dryad Endless Street Runner Game,Kodame Dash Spirit Attack - FREE - Fast 3D Fantasy Run & Jump Escape Adventure,same
Kollektion 12/13,Kollektion 14,same
Kolor,Kolor選べるもらえるご褒美アプリ,same
Konekt eMenu,e_Menu,same
Kool Fonts To Type with Swipe Input,Swipe Keyboards & Color Keyboards,different
Korean English Dictionary & Translator Box /영한/한영사전,"Korean English Dictionary Box, Offline Translator, Pronunciation, Image Search & Flashcards /영한/한영사전",same
Korean-Vietnamese,Tu Dien Oxford Han Viet - Korean Vietnamese Dictionary Free,same
Korra - Dragon Rider : The Legend of the Medieval Firebender Avatar - by Top Free Fun Games,The Legend of Korra - Dragon Rider : The Medieval Firebender Avatar Game - by Top Free Fun Games,same
Krakkapakki 4-6 ára,Krakkapakki 4-7 ára,same
Krakkapakki 9-12 ára,Krakkapakki 8-12 ára,same
Ksports,Ksport,same
Kuleana Fitness,Kuleana Wellness Club,same
Kung Fu Cow – Mad Cow Ninja and Clumsy Animal Friends,Kung Fu Cow – Mad Cow Ninja and Clumsy Farm Animals Sensei Goat and Master Pig,same
Kung Poo Monkey FREE,Kung Poo Monkey - Sniper Edition,same
Kwest,"Kwest | Discover Dallas & Denton Texas | Interactive Map, Scavenger Hunt & City Tour Guide",same
Kyokare,今日カレ,different
L&G Car Service,Ecuamerica,different
L'Expansion - Magazine,"L'Expansion - Magazine : économie, finances, entreprise, high tech, immobilier, emploi et carrières, bourse et patrimoine, tendances homme",same
L'Express - Magazine,"L'Express - Magazine: information politique, economie, monde, societe, actu people, info sport, news media, télé, infos, sciences et santé, bourse, patrimoine, culture, high tech, mode, beauté, styles, tendances homme.",same
L0v3 Text - Add cool Text to your Photos,L0v3 Textgram - Add colorful text with cool fonts and symbols to your Photos,same
L0v3 Text Free - Add cool Text to your Photos,L0v3 Textgram Free - Add colorful text with cool fonts and symbols to your Photos,same
LANDHAUS LIVING - epaper,LANDHAUS LIVING – epaper ist das Magazin für ländliches Wohnen mit Stil vom ipm magazin Verlag GmbH,same
LANslide v5,LAN-slide v6,same
LEDpro v.2.1 HD Facebook Edition,LedPro HD Facebook Edition,same
LEGO® App4+,LEGO® Juniors Create & Cruise,same
LEON for iPad,男人风尚精选HD[瑞丽出品],different
LIFEBOX,LIFEBOXライフログ/自分史の決定版,same
LINC 2013,LINC 2014,same
LINE PLAY - Create Your Own Avatar & Meet New Friends!,LINE PLAY - Your Avatar World,same
LINK.IN,联我影棒,different
LOGO-Art. Hide & Seek,Hide & Seek.,same
LPMA 2013 Pro,LPMA 2014 Pro,same
LPMA 2013,LPMA 2014,same
LSBA,Louisana School Boards Association,different
LT K-2 Lite,Language Trek K-2 Lite,same
La Original Banda El Limon 2015,La Original Banda El Limon 2016,same
LaCarte - Ma Vitrine Internet,LaCarte - Vitrines mobiles des entreprises de proximité,same
LabGear - Medical Lab Values & Tests Reference,LabGear - Medical Lab Tests and Reference,same
Labyrinth Maze Retro Style Game - Steel Balls on Gravity defying Roller coaster Ride !,Labyrinth Maze Retro Style Reloaded - Steel Balls on Gravity defying Roller coaster Ride !,same
Ladder Chase,Dodo Ladder Chase 6+,same
Ladylike - Mon app au féminin,"Ladylike - L'appli ""bons plans"" pour les femmes",same
Lake Side Find Hidden Object,Find Hidden Objects : Lake Side - a searching finder game to seek hidden object,same
Lamp,LampLED,same
Land of the Dragon - Free Hidden Object Game,Free Hidden Object : Land of the Dragon - We hide it & you spot it to find missing objects,same
Landscape Folders,Landscape Folders: Change your folders look to a landscape theme,same
LangAmigo - Language Exchange Application,LangAmigo,same
LangAmigo,LangAmigo - Language Exchange Application,same
Lango:Learn Czech Vocabulary,Lango:Learn Czech Words,same
Lango:Learn Dutch Vocabulary,Lango:Learn Dutch Words,same
Lango:Learn English Vocabulary,Lango:Learn English Words,same
Lango:Learn French Vocabulary,Lango:Learn French Words,same
Lango:Learn Italian Vocabulary,Lango:Learn Italian Words,same
Lango:Learn Polish Vocabulary,Lango:Learn Polish Words,same
Lango:Learn Portuguese Vocabulary,Lango:Learn Portuguese Words,same
Lango:Learn Russian Vocabulary,Lango:Learn Russian Words,same
Language Practice,Language Practice by CultureAlley,same
Language Trek 1,Language Trek Grade 1,same
Language Trek 2,Language Trek Grade 2,same
Language Trek K,Language Trek Kindergarten,same
Laos Offline Map,Laos Offline Map - PLACE STARS,same
Las Bahias Resaurant,Las Bahias Restaurant,same
Last Ferry - Free Hidden Object Games,Find Hidden Objects : Last Ferry - a searching finder game to seek hidden object,same
LaunchCode Shortcut with Notification Center - FREE,LaunchCode Shortcut with Notification Center & 3D Touch - FREE,same
Launchr,Launchr -チームコラボレーションツール,same
Laundry Care Symbols HD,Laundry Care Symbols Guide,same
Laura's Star - The international bestseller as an interactive picture book for children,Laura's Star - The international bestseller by Klaus Baumgart as an interactive picture book for children,same
LeaderTask,LeaderTask - Tasks and Assignments,same
Leap - Continuous Self-Improvement Calendar.,Streaks & Stats Calendar,same
Learn Dutch with Babbel - Full Version,Learn Dutch with Babbel,same
Learn English with Babbel - Full Version,Learn English with Babbel,same
Learn French with Babbel - Full Version,Learn French with Babbel,same
Learn German Verb Conjugations - Konjugation,German Verb Conjugations - Meister der Konjugation,same
Learn German with Babbel - Full Version,Learn German with Babbel,same
Learn How 2 Ski,Learn how 2 ski - ski school,same
Learn Indonesian with Babbel - Full Version,Learn Indonesian with Babbel,same
Learn Italian Now,"Learn Italian - Pronunciation, Dictionary, Flash-Cards & Fun Language Study Games To Improve & Test Your Italian Vocabulary",same
Learn Italian with Babbel - Full Version,Learn Italian with Babbel,same
Learn Polish with Babbel - Full Version,Learn Polish with Babbel,same
Learn Portuguese with Babbel - Full Version,Learn Portuguese with Babbel,same
Learn Spanish Now,"Learn Spanish - Pronunciation, Dictionary, Flash-Cards & Fun Language Study Games To Improve & Test Your Spanish Vocabulary",same
Learn Spanish Words with Sombrero Joe,Learn Spanish Words 1: Vocabulary Lessons Flash Cards Game for Beginners,same
Learn Spanish with Babbel - Full Version,Learn Spanish with Babbel,same
